CustomerID,Recency,Frequency,Monetary,Cluster
12346.0,5.7899601708972535,0.0,11.253942278212149,1
12347.0,1.0986122886681098,1.9459101490553128,8.368693183097793,1
12348.0,4.330733340286331,1.3862943611198906,7.494007433792304,1
12349.0,2.995732273553991,0.0,7.471676072782274,0
12350.0,5.739792912179234,0.0,5.812337881210547,0
12352.0,3.610917912644224,2.079441541679836,7.8264590970205665,1
12353.0,5.3230099791384085,0.0,4.48863636973214,0
12354.0,5.4510384535657,0.0,6.984160610184542,0
12355.0,5.3706380281276624,0.0,6.129921290254998,0
12356.0,3.1780538303479458,1.0986122886681098,7.941448529680883,1
12357.0,3.5263605246161616,0.0,8.733540903233665,1
12358.0,1.0986122886681098,0.6931471805599453,7.0630995319318,1
12359.0,4.07753744390572,1.3862943611198906,8.759759690114192,1
12360.0,3.970291913552122,1.0986122886681098,7.886855538145075,1
12361.0,5.662960480135946,0.0,5.24649761781824,0
12362.0,1.3862943611198906,2.302585092994046,8.561445455827768,1
12363.0,4.709530201312334,0.6931471805599453,6.313548046277095,0
12364.0,2.19722457733622,1.3862943611198906,7.180146032864959,1
12365.0,5.676753802268282,0.6931471805599453,6.463622104983058,0
12367.0,1.6094379124341005,0.0,5.129306823813755,0
12370.0,3.951243718581428,1.3862943611198906,8.17348806036476,1
12371.0,3.828641396489095,0.6931471805599453,7.543252160040332,1
12372.0,4.290459441148391,1.0986122886681098,7.168610713430199,0
12373.0,5.7430031878094825,0.0,5.8988008622445625,0
12374.0,3.258096538021482,0.0,6.610601827628056,0
12375.0,2.4849066497880004,0.6931471805599453,6.125776884715576,0
12377.0,5.755742213586912,0.6931471805599453,7.395181253919742,0
12378.0,4.875197323201151,0.0,8.296202321420104,0
12379.0,4.418840607796598,0.6931471805599453,6.747868177302943,0
12380.0,3.1354942159291497,1.3862943611198906,7.910153979895817,1
12381.0,1.791759469228055,1.6094379124341005,7.520402564040783,1
12383.0,5.225746673713202,1.6094379124341005,7.523243574969853,1
12384.0,3.4011973816621555,0.6931471805599453,6.37207327921728,0
12386.0,5.82600010738045,0.6931471805599453,5.996203301455156,0
12388.0,2.833213344056216,1.791759469228055,7.930443588579314,1
12390.0,4.394449154672439,0.0,6.30962732681335,0
12391.0,3.1354942159291497,0.0,6.133159402810678,0
12393.0,4.290459441148391,1.3862943611198906,7.366824343175093,1
12394.0,4.174387269895637,0.6931471805599453,7.148723031208825,0
12395.0,2.995732273553991,2.4849066497880004,8.012558365057973,1
12397.0,3.610917912644224,0.6931471805599453,7.787340531847876,1
12398.0,3.8501476017100575,0.0,7.39980167160342,0
12399.0,4.787491742782046,1.3862943611198906,7.010898337899006,0
12401.0,5.717027701406222,0.0,4.4343818650078095,0
12402.0,5.780743515792329,0.0,5.418763519623904,0
12403.0,3.9318256327243257,0.0,6.058422015232863,0
12405.0,5.010635294096256,0.0,7.444476693668095,0
12406.0,3.1354942159291497,0.6931471805599453,8.136020615877104,1
12407.0,3.9318256327243257,1.6094379124341005,7.443148629491806,1
12408.0,3.5263605246161616,1.6094379124341005,7.968509925094007,1
12409.0,4.382026634673881,1.0986122886681098,9.312235189032393,1
12410.0,5.736572297479192,0.6931471805599453,6.541506076323389,0
12412.0,4.330733340286331,1.0986122886681098,7.112229640417225,0
12413.0,4.219507705176107,1.0986122886681098,6.630815303062258,0
12414.0,5.384495062789089,1.0986122886681098,6.33223112127721,0
12415.0,3.218875824868201,3.044522437723423,11.735385022413956,1
12417.0,1.3862943611198906,2.19722457733622,8.202235840829374,1
12418.0,4.736198448394496,0.0,6.5051560602870175,0
12420.0,4.174387269895637,0.0,6.3975794440576434,0
12421.0,2.833213344056216,1.3862943611198906,6.6933732333365,1
12422.0,4.574710978503383,1.0986122886681098,6.689051855693949,0
12423.0,0.6931471805599453,2.079441541679836,7.527960730139757,1
12424.0,5.099866427824199,0.6931471805599453,7.473614393871394,0
12425.0,4.3694478524670215,0.0,6.655697717503285,0
12426.0,5.278114659230517,0.0,6.3677239572926005,0
12427.0,3.1354942159291497,1.0986122886681098,6.71635261345199,1
12428.0,3.295836866004329,2.19722457733622,8.981739456301462,1
12429.0,2.302585092994046,1.3862943611198906,8.22961777994264,1
12430.0,3.784189633918261,0.0,5.546738725046515,0
12431.0,3.610917912644224,2.70805020110221,8.77762482031535,1
12432.0,3.784189633918261,1.6094379124341005,8.528987365898944,1
12433.0,0.6931471805599453,1.9459101490553128,9.501207616377732,1
12434.0,4.454347296253507,0.6931471805599453,6.692257424693476,0
12435.0,4.394449154672439,0.6931471805599453,8.965703740354877,1
12436.0,4.61512051684126,0.0,6.232467662722958,0
12437.0,1.0986122886681098,2.8903717578961645,8.507427663485958,1
12438.0,2.70805020110221,0.6931471805599453,7.974825299640368,1
12441.0,5.908082938168931,0.0,5.156465742307796,0
12442.0,1.3862943611198906,0.0,5.147843253193202,0
12444.0,3.091042453358316,1.6094379124341005,8.518284595617938,1
12445.0,3.1354942159291497,0.0,4.893352133481524,0
12446.0,4.07753744390572,0.0,6.910062615033829,0
12447.0,5.497168225293202,0.0,6.166446736515173,0
12448.0,3.80666248977032,0.0,6.108024613019408,0
12449.0,3.1354942159291497,1.3862943611198906,8.310732208995784,1
12450.0,5.056245805348308,0.6931471805599453,5.287660786359508,0
12451.0,2.4849066497880004,1.6094379124341005,9.108918755326998,1
12452.0,2.8903717578961645,0.6931471805599453,6.065109912275591,0
12453.0,4.90527477843843,0.0,6.561157956238944,0
12454.0,4.04305126783455,0.0,8.168582784365297,0
12455.0,4.30406509320417,1.791759469228055,7.810701365831105,1
12456.0,3.80666248977032,1.0986122886681098,8.06496346633214,1
12457.0,4.204692619390966,1.9459101490553128,7.767784606347859,1
12458.0,4.276666119016055,0.6931471805599453,6.853721390489652,0
12461.0,4.553876891600541,0.6931471805599453,6.717659581714128,0
12462.0,2.995732273553991,0.6931471805599453,7.081363988923659,1
12463.0,3.9889840465642745,1.3862943611198906,7.203985709883875,1
12464.0,2.3978952727983707,2.079441541679836,7.100068419903744,1
12465.0,2.8903717578961645,0.6931471805599453,6.60960527507844,0
12468.0,5.241747015059643,0.6931471805599453,6.592414198536382,0
12471.0,1.0986122886681098,3.4011973816621555,9.894651126061062,1
12472.0,3.49650756146648,1.9459101490553128,8.79059021669207,1
12473.0,3.4011973816621555,1.6094379124341005,8.278567914251319,1
12474.0,2.8903717578961645,2.8903717578961645,8.905958294115296,1
12475.0,4.007333185232471,0.0,6.583934671914352,0
12476.0,2.833213344056216,2.3978952727983707,8.827089686329044,1
12477.0,3.1780538303479458,1.791759469228055,9.489466446041323,1
12478.0,1.6094379124341005,0.0,6.5235476217538855,0
12479.0,2.4849066497880004,0.0,6.2675799831882975,0
12480.0,3.367295829986474,1.3862943611198906,8.096095529158339,1
12481.0,3.1780538303479458,2.302585092994046,8.629864517853091,1
12483.0,2.8903717578961645,2.079441541679836,7.818019890208603,1
12484.0,3.5263605246161616,1.791759469228055,8.421061073913652,1
12488.0,2.3978952727983707,1.0986122886681098,7.169088242610914,1
12489.0,5.820082930352362,0.0,5.813921554767002,0
12490.0,1.791759469228055,2.302585092994046,8.597469102664936,1
12491.0,3.688879454113936,0.0,6.132095676847728,0
12492.0,4.158883083359672,0.6931471805599453,5.572952192650384,0
12493.0,5.117993812416755,0.6931471805599453,6.072445276240261,0
12494.0,2.833213344056216,1.9459101490553128,7.1277739529488215,1
12497.0,4.418840607796598,0.0,6.949952327681926,0
12498.0,3.091042453358316,1.0986122886681098,6.000672027858895,0
12500.0,3.1780538303479458,2.3978952727983707,8.356512571192102,1
12501.0,5.823045895483019,0.0,7.682201301026026,0
12502.0,4.574710978503383,1.6094379124341005,8.222518729087312,1
12504.0,2.9444389791664403,0.6931471805599453,6.178047843110389,0
12506.0,5.455321115357702,0.0,4.297285406218791,0
12507.0,4.90527477843843,1.0986122886681098,7.173812715287245,0
12508.0,3.295836866004329,0.6931471805599453,5.987130167240427,0
12509.0,5.652489180268651,0.0,5.173320876373351,0
12510.0,4.969813299576001,0.6931471805599453,6.89017158802482,0
12512.0,4.204692619390966,0.6931471805599453,4.927471052835487,0
12513.0,4.736198448394496,0.0,6.417206026487077,0
12514.0,5.5909869805108565,0.0,6.925280805847955,0
12515.0,5.869296913133774,0.0,5.949860997252907,0
12516.0,4.3694478524670215,0.6931471805599453,7.179353700165689,0
12517.0,3.367295829986474,1.6094379124341005,7.825181366096544,1
12518.0,0.6931471805599453,1.6094379124341005,7.62895041228724,1
12519.0,4.174387269895637,0.0,5.831413158959755,0
